Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Technical Rating 4 hours,Industry
GWLLF,"Great Wall Motor Company, Ltd.",1.65,USD,0,3100,0.23209151892668903,25556385274.473686,USD,8.091249046409521,0.20392401599999999,USD,144.13869285268362,2.63246,Consumer durables,Buy,Sell,Motor vehicles
MSADY,"MS&AD Insurance Group Holdings, Inc.",20.845,USD,-3.2602390068453446,45859,0.8512016571509177,33045189297.874218,USD,6.718775181305398,3.1025,USD,143.16168978760092,3.81083,Finance,Neutral,Strong sell,Multi-line insurance
TCLHF,TCL Electronics Holdings Ltd.,0.767,USD,-4.874116333870767,200,0.05577711464985916,1933557359.6627576,USD,13.384234607100645,0.057306228,USD,142.1638730345604,2.53566,Consumer durables,Strong buy,Buy,Electronics/Appliances
NVSEF,Novartis AG,97.35,USD,-4.135893648449042,506,0.14542737253549462,192822730700.50134,USD,10.876791894818204,8.950249388,USD,140.88511255432167,3.62797,Health technology,Neutral,Sell,Pharmaceuticals: major
KFY,Korn Ferry,66.08,USD,-0.3017501508750797,304269,1.095808169734678,3408605503.0000005,USD,14.115737081579901,4.6813,USD,136.91988460954502,2.17918,Commercial services,Buy,Sell,Personnel services
HRTG,"Heritage Insurance Holdings, Inc.",11.78,USD,-0.5907172995780615,156789,0.8494563477207454,361459826,USD,4.715772618094475,2.498,USD,136.57543327966664,0,Finance,Buy,Sell,Property/Casualty insurance
ICHHF,ICHINEN HLDGS CO LTD.,12.08,USD,39.4919168591224,100,,289291724.2415176,USD,3.2291286570924496,3.7409472593999995,USD,131.7218420053455,3.41463,Finance,Strong buy,,Finance/Rental/Leasing
NVS,Novartis AG,100.22,USD,1.2527783390583904,1818317,1.860446818198091,197642051116.752,USD,11.689235685876575,8.5737,USD,130.62459651387994,3.19161,Health technology,Neutral,Buy,Pharmaceuticals: major
KLRGF,Keller Group Plc,17.66,USD,0,110,0.07057163020465773,1288766398.9044118,USD,8.21079458565141,2.15082716,USD,129.14113165077381,3.52206,Industrial services,Strong buy,Sell,Engineering & construction
PDD,PDD Holdings Inc.,100.32,USD,-0.29815146094216993,6102627,0.8883867895462846,139321467673,USD,9.864694776589047,10.1696,USD,127.8136200716846,0,Retail trade,Strong buy,Neutral,Department stores
CSYJF,CSE Global Ltd,0.32,USD,-0.6982156710628314,1187,0.7969652208943198,225013910.3255814,USD,10.385975298256001,0.030810779999999996,USD,127.79721016477725,6.39535,Technology services,Strong buy,Sell,Information technology services
PHI,PLDT Inc. Sponsored,22.66,USD,-0.7011393514461005,49333,0.8880428423563296,4844132766.943251,USD,10.430859878475419,2.1724,USD,127.28604310525216,5.46196,Communications,Buy,Buy,Specialty telecommunications
GEBHF,Genting Berhad,0.8718,USD,-5.300890723441229,300,0.08951215873489482,3356932102.254225,USD,11.537940807107944,0.07555941,USD,124.23119496929999,4.0107,Consumer services,Strong buy,Strong sell,Hotels/Resorts/Cruise lines
TKOMY,"Tokio Marine Holdings, Inc.",34.63,USD,-3.7520844913840867,83272,0.7666670349378915,67569990416.732925,USD,8.649499213227765,4.0037,USD,123.82043828264759,2.67879,Finance,Buy,Strong sell,Property/Casualty insurance
CAAP,Corporacion America Airports SA,19.35,USD,-0.15479876160989467,163955,1.2452899549673742,3114799996.9999995,USD,8.942600979757833,2.1638,USD,123.78736167132074,0,Transportation,Buy,Buy,Other transportation
WNDLF,Wendel,95.634,USD,-1.8030598624088716,15,0.16163793103448276,4149054595.232909,USD,8.015163637608985,11.931634128,USD,122.74994060475962,4.28495,Finance,Strong buy,Sell,Financial conglomerates
RNR,RenaissanceRe Holdings Ltd.,253.33,USD,-0.20091396155057945,429593,1.2722243084092555,13157948351,USD,3.6511352057177535,69.3839,USD,122.08391214447126,0.615798,Finance,Buy,Neutral,Property/Casualty insurance
APEMY,Aperam,26.23,USD,1.2741312741312814,355,0.45240219192047915,1850647956.18822,USD,6.065160589173816,4.3247,USD,120.80567752476261,7.09435,Non-energy minerals,Neutral,Sell,Steel
OGN,Organon & Co.,16,USD,1.7811704834605555,3903940,1.4511632028719794,4120622070.0000005,USD,3.173343911146371,5.042,USD,120.59852992649631,7,Health technology,Neutral,Buy,Pharmaceuticals: major
CIM,Chimera Investment Corporation,14.09,USD,-0.3536067892503586,478713,0.846849027034571,1139533492,USD,4.250633522384458,3.3148,USD,117.27844782380701,10.0781,Finance,Neutral,Sell,Real estate investment trusts
INBK,First Internet Bancorp,33.62,USD,-0.44418122594020043,47475,1.6180099244758297,291414567,USD,13.280663638159194,2.5315,USD,116.36752136752138,0.713861,Finance,Buy,Sell,Regional banks
GAILF,Gail India Ltd.,12.97,USD,0,100,0.11026574043444703,14584837202.607113,USD,10.269200316706256,1.263,USD,115.89743589743588,2.52838,Utilities,Buy,Neutral,Gas distributors
NOV,NOV Inc.,14.62,USD,-1.8132975151108215,2139336,0.6937611064604601,5688410484,USD,5.406005028841887,2.7044,USD,114.32873672531305,1.88098,Industrial services,Buy,Sell,Oilfield services/Equipment
ULBI,Ultralife Corporation,7.39,USD,-2.7631578947368416,32952,0.5786209463873067,122873012,USD,13.657364627610422,0.5411,USD,113.70458135860981,0,Producer manufacturing,Strong buy,Strong sell,Electrical products
SLM,SLM Corporation,27.49,USD,-1.5401146131805274,2135174,1.0483729963284159,5836964705,USD,9.554427916029471,2.8772,USD,113.67991088005942,1.67334,Finance,Strong buy,Sell,Finance/Rental/Leasing
TRV,"The Travelers Companies, Inc.",242.77,USD,0.45100959947037544,1373331,1.5261634497160885,55113395510,USD,12.452425650652962,19.4958,USD,110.89536254773209,1.70944,Finance,Neutral,Neutral,Property/Casualty insurance
NURPF,Neuren Pharmaceuticals Ltd.,7.759,USD,2.4966974900924708,300,0.26114206128133705,1009179566.4092295,USD,13.006664394230238,0.59654034,USD,110.75440381558026,0,Health technology,Strong buy,Sell,Pharmaceuticals: generic
AIBRF,AIB Group PLC,5.735,USD,3.392947284921038,2321,0.10730963058856165,13353594800.076368,USD,6.167022205443621,0.9299463840000001,USD,109.84075864271885,4.77412,Finance,Buy,Strong buy,Major banks
FRO,Frontline Plc,15.83,USD,-0.4402515723270458,6185728,2.381153339583526,3524120400,USD,6.439933281803019,2.4581,USD,109.71760088729631,12.3184,Transportation,Strong buy,Neutral,Marine shipping
CETEF,ACT Energy Technologies Ltd.,4.341,USD,0.48611111111110894,285,0.21814006888633755,149436373.9281203,USD,5.067078027959065,0.85670676,USD,108.20136293413117,0,Industrial services,Strong buy,Sell,Contract drilling
MYTAY,Magyar Telekom Telecommunications Plc.,15.925,USD,-2.270635164160791,710,0.8699914226197769,3039543798.88116,USD,7.294338585562478,2.1832,USD,105.76814326107444,2.97256,Communications,Strong buy,Neutral,Major telecommunications
SEPJF,Spectris Plc.,31.3606,USD,-1.164197919949571,314,0.10688270134113963,3099954485.6161,USD,9.25100289823125,3.3899675899999995,USD,105.74207527509323,3.17179,Producer manufacturing,Buy,Neutral,Electrical products
DFYFF,DEFINITY FINL CORP.,39.04,USD,-1.2395648874272753,7501,1.0308244121648549,4522367148.110874,USD,11.40229927598554,3.4238708399999997,USD,104.58156424949527,1.13717,Finance,Neutral,Neutral,Property/Casualty insurance
ADFJF,ADF Group Inc.,6.25,USD,-5.517762660619806,30281,6.314856523189857,186712001.82174885,USD,4.702588584655066,1.3290552400000002,USD,104.4080075835695,0.336323,Industrial services,Strong buy,Sell,Engineering & construction
FRMUF,Firm Capital Property Trust,3.85,USD,3.4946236559139754,237,0.08035805106296409,145040894.0992,USD,5.505009440626482,0.699363015,USD,104.32094604958127,9.20283,Finance,Neutral,Sell,Real estate investment trusts
GTN.A,"Gray Television, Inc.",7.28,USD,0.27548209366391824,8624,0.8919226393629124,385893864,USD,4.845902948811822,1.5023,USD,104.25560842963968,4.3956,Consumer services,Neutral,Buy,Broadcasting
GTN,"Gray Television, Inc.",3.54,USD,-3.2786885245901667,801927,0.5187592865233153,385893864,USD,2.3563868734606936,1.5023,USD,104.25560842963968,9.03955,Consumer services,Neutral,Sell,Broadcasting
ANDE,"The Andersons, Inc.",42.21,USD,1.3688760806916433,384736,1.4414484620805645,1438094817,USD,12.07000085785365,3.4971,USD,103.81746124256908,1.80052,Commercial services,Strong buy,Neutral,Miscellaneous commercial services
PFLT,PennantPark Floating Rate Capital Ltd.,11.02,USD,-0.09066183136899172,643834,0.7889100639782323,917193498,USD,7.714925791094932,1.4284,USD,103.73698473826845,11.1615,Finance,Buy,Buy,Investment managers
NIC,Nicolet Bankshares Inc.,103.82,USD,1.2581683409733657,66520,2.0816969021771445,1579275963.0000002,USD,13.20159711095852,7.8642,USD,103.3248875329645,1.04989,Finance,Buy,Neutral,Major banks
FOX,Fox Corporation,46.61,USD,-0.42725913266396676,1211844,1.5108906600225467,21810399713,USD,11.389961389961389,4.0922,USD,100.8146039846894,1.1371,Consumer services,Buy,Buy,Broadcasting
FOXA,Fox Corporation,48.97,USD,-0.5281332520820599,2251387,1.1160515954514165,21810399713,USD,11.966668295782219,4.0922,USD,100.8146039846894,1.0823,Consumer services,Buy,Buy,Broadcasting
PSIX,"Power Solutions International, Inc.",32.55,USD,-7.685762904140672,273750,0.7748646640484025,748637441,USD,13.773113866204035,2.3633,USD,100.12702176306207,0,Producer manufacturing,Strong buy,Buy,Industrial machinery
TUIFF,TUI AG,8.47,USD,0.23668639053256038,500,0.513136288998358,4297940924.344034,USD,7.613351258871497,1.112519272,USD,99.55170969301876,0,Consumer services,Buy,Buy,Other consumer services
GGAL,Grupo Financiero Galicia S.A.,71,USD,-1.6892827471614495,929857,1.1548377569800496,12067700466.24142,USD,7.793975586194783,9.1096,USD,97.65236824404955,3.53539,Finance,Strong buy,Buy,Regional banks
STNE,StoneCo Ltd.,7.97,USD,-3.975903614457842,5775948,1.3855485457906207,2378543333,USD,6.512502042817454,1.2238,USD,97.57830158217632,0,Technology services,Buy,Strong sell,Packaged software
GOGL,Golden Ocean Group Limited,8.99,USD,0.3348214285714214,1767857,1.6617913397687836,1798254279,USD,7.433438068463701,1.2094,USD,96.97068403908796,13.3482,Transportation,Buy,Neutral,Marine shipping
BRY,Berry Corporation (bry),4.55,USD,4.1189931350114355,1854571,1.9228959145028912,350072444.00000006,USD,4.2298038486566885,1.0757,USD,96.11668185961716,12.7473,Energy minerals,Neutral,Buy,Oil & gas production
NMR,Nomura Holdings Inc,5.76,USD,-0.518134715025911,634126,1.5845274898375508,16975061976.183573,USD,9.7643668418376,0.5899,USD,96.11037234042553,4.31464,Finance,Buy,Sell,Investment banks/Brokers
PLOW,"Douglas Dynamics, Inc.",24.04,USD,1.8212621770436244,178248,1.490284407144416,555180924,USD,10.434933587985068,2.3038,USD,94.10228325890974,4.90849,Producer manufacturing,Buy,Neutral,Trucks/Construction/Farm machinery
GEBHY,Genting Berhad,4.245,USD,-1.736111111111115,5598,0.21444660670231838,3192735843.1302004,USD,12.705776713558814,0.3341,USD,92.8983833718245,3.43564,Consumer services,Strong buy,Buy,Hotels/Resorts/Cruise lines
ACGL,Arch Capital Group Ltd.,92.66,USD,0.4444444444444407,1698097,1.299711905997462,34862574194,USD,6.221422480646178,14.8937,USD,90.58325229052568,0,Finance,Buy,Neutral,Multi-line insurance
NXT,Nextracker Inc.,42.53,USD,-3.1648451730418956,2803494,1.3546015165481347,6190175834,USD,11.575308910783301,3.6742,USD,89.88113695090438,0,Electronic technology,Buy,Buy,Electronic equipment/Instruments
CGECF,Cogeco Inc.,42.04,USD,2.038834951456302,2128,2.055840015457444,405382420.43209267,USD,6.674795564221739,6.29832024,USD,89.8776574156934,5.76344,Communications,Buy,Buy,Major telecommunications
GLAD,Gladstone Capital Corporation,28.8,USD,0.5586592178770954,99322,0.8672032298566158,643099696,USD,6.677641494122285,4.3129,USD,89.51970822164608,6.875,Finance,Neutral,Buy,Investment managers
IDGXF,Integrated Diagnostics Holdings PLC.,0.41905,USD,22.888563049853357,4000,0.09506200419223437,243604762.3295652,USD,10.744871794871795,0.039,USD,89.32038834951456,0,Health services,Strong buy,Neutral,Hospital/Nursing management
BSAC,Banco Santander - Chile,18.63,USD,-0.9569377990430608,121304,0.8108881372247551,8732645997.340693,USD,9.629399906962318,1.9347,USD,87.5436215587437,3.05391,Finance,Neutral,Sell,Regional banks
GBLI,"Global Indemnity Group, LLC",36,USD,-0.9900990099009885,1957,0.36244096675618115,492762341.99999994,USD,12.433085822828525,2.8955,USD,87.22922728742323,3.88889,Finance,Neutral,Buy,Property/Casualty insurance
MGRC,McGrath RentCorp,111.66,USD,0.9949348769898645,103855,1.1218689642358697,2741385261.9999995,USD,12.199945370117455,9.1525,USD,85.91306114158034,1.69264,Finance,Strong buy,Neutral,Finance/Rental/Leasing
IVSBF,Investors AB,26.53,USD,-1.485332343111766,1521,0.28731723903434203,81255095344.88963,USD,4.047840130180248,6.5541126,USD,85.61012267253322,1.59787,Finance,Buy,Sell,Financial conglomerates
IVSXF,Investors AB,26.85,USD,0.5241482590789988,600,1.4398848092152627,82262563762.04396,USD,4.0966644363113325,6.5541126,USD,85.61012267253322,1.5984,Finance,Buy,Neutral,Financial conglomerates
BWAGF,BAWAG Group AG,81.87,USD,-4.021101992965994,183,0.42947664867402013,6434981632.874491,USD,9.034005814618505,9.062424984,USD,85.12311938597132,6.17665,Finance,Strong buy,Buy,Savings banks
PDS,Precision Drilling Corporation,64.12,USD,-3.2443036064584154,66099,1.1263508746817712,901993303.1304537,USD,5.286860837143618,12.128180024999999,USD,85.03927186650448,0,Industrial services,Strong buy,Buy,Contract drilling
CINF,Cincinnati Financial Corporation,141.71,USD,-0.4216147846251102,700619,1.562978797069907,22151415182.000004,USD,7.282491392157871,19.459,USD,84.06863672480986,2.28636,Finance,Buy,Sell,Multi-line insurance
SKWD,"Skyward Specialty Insurance Group, Inc.",45.61,USD,0.19771528998241716,329165,1.145558869089278,1828957822.9999998,USD,13.939486552567239,3.272,USD,83.83055227821787,0,Finance,Buy,Sell,Multi-line insurance
MEQYF,Mainstreet Equity Corp.,140.44,USD,-3.1448275862068984,268,0.6203703703703703,1308734841.5152297,USD,8.859556355463392,15.851809544999998,USD,83.43306822018518,0.0557965,Finance,Buy,Sell,Real estate development
PR,Permian Resources Corporation,14.99,USD,0,6962889,1.0995589518672122,12042430042,USD,9.11301598881391,1.6449,USD,82.60435168738897,2.13476,Energy minerals,Strong buy,Strong buy,Integrated oil
OCLDF,Orica Ltd.,10.49,USD,8.367768595041328,375,0.6426735218508998,5112411594.354255,USD,13.864475110011206,0.756609963,USD,82.17750611765008,2.83645,Process industries,Buy,Neutral,Industrial specialties
THXPF,THOR EXPLORATION LTD.,0.22,USD,0,40500,0.4448066354167124,144342425.09677422,USD,2.686637665634265,0.08188674,USD,81.179223011319,0,Non-energy minerals,Strong buy,Buy,Precious metals
HLNFF,High Liner Foods Inc.,10.79,USD,-2.087114337568062,2629,2.4808908181560816,320243648.43697476,USD,5.7218310466001086,1.88575998,USD,80.55013120800378,4.00776,Consumer non-durables,Buy,Buy,Food: meat/fish/dairy
OPHC,"OptimumBank Holdings, Inc.",4.6,USD,-0.4329004329004429,44275,1.0359608873581185,46414175,USD,3.4643771652357276,1.3278,USD,80.50570962479608,0,Finance,Neutral,Sell,Regional banks
KELYB,"Kelly Services, Inc.",14.22,USD,-2.6694045174537906,391,0.45428139886139185,518311432.89086854,USD,12.23331039229181,1.1624,USD,80.35686578743214,2.22717,Commercial services,Buy,Sell,Personnel services
KELYA,"Kelly Services, Inc.",13.82,USD,-0.5755395683453243,342276,0.5832814994947266,490974332,USD,11.889194769442533,1.1624,USD,80.35686578743214,2.17077,Commercial services,Buy,Sell,Personnel services
CMBT,CMB.TECH NV,10.52,USD,-1.4981273408239715,54219,0.5904858365733329,2050279828.5507812,USD,1.7243587171152337,6.1008187540000005,USD,79.95489177025958,56.4563,Transportation,Buy,Buy,Marine shipping
GCT,GigaCloud Technology Inc,19.58,USD,-2.5385764061722327,1143901,0.9682555671049023,802224950,USD,6.1805555555555545,3.168,USD,78.10760667903527,0,Distribution services,Strong buy,Sell,Wholesale distributors
JBL,Jabil Inc.,153.95,USD,0.7987952596084588,1121432,1.051316052830546,17195146528,USD,14.7638456005754,10.4275,USD,77.70714748287263,0.20786,Producer manufacturing,Buy,Buy,Industrial machinery
NEWT,"NewtekOne, Inc.",12.51,USD,-0.8716323296354948,84641,0.6440084487066723,329076276,USD,7.026510896427769,1.7804,USD,77.34834146827373,6.07514,Finance,Neutral,Sell,Finance/Rental/Leasing
ARCB,ArcBest Corporation,94.61,USD,-0.7031905961377012,222393,0.9948319893284807,2213832654,USD,11.71510296066073,8.0759,USD,75.98387448245805,0.507346,Transportation,Buy,Sell,Trucking
SMTOY,Sumitomo Electric Industries Ltd.,17.59,USD,0.11383039271485244,5226,0.8979535730676302,13913561618.956717,USD,10.325799823891987,1.7035,USD,74.46743138058171,3.15217,Producer manufacturing,Buy,Sell,Electrical products
CADE,Cadence Bank,35.1,USD,1.0653613590555846,1150886,1.2619254723561057,6413927010,USD,10.101882231048178,3.4746,USD,71.97584636705604,2.849,Finance,Buy,Buy,Major banks
PYFRF,"Payfare, Inc.",2.674,USD,-1.3284132841328427,80508,1.03906630133026,128565693.84421591,USD,9.173829732896778,0.29148132,USD,71.64308645942512,0,Commercial services,Neutral,Buy,Miscellaneous commercial services
CWCO,Consolidated Water Co. Ltd.,25.73,USD,1.6996047430830028,94722,1.4064163421178058,407431894.00000006,USD,11.190848990953375,2.2992,USD,71.59489514142845,1.53517,Utilities,Strong buy,Buy,Water utilities
RYAAY,Ryanair Holdings plc,44.5,USD,-1.089130917981778,1013561,1.1071678330462988,21381798693.78714,USD,6.150401503738615,7.2353,USD,71.55830606534833,1.67655,Transportation,Buy,Buy,Airlines
TEL,TE Connectivity plc,143.7,USD,-0.04173622704507671,1425597,1.4776045426070488,42989598590,USD,13.991120457997429,10.2708,USD,70.65098195593659,1.76757,Electronic technology,Buy,Sell,Semiconductors
KNBWF,"Kirin Holdings Co., Ltd.",13.25,USD,1.0678871090770448,200,0.010257251877077093,10756299697.878262,USD,14.275837124142356,0.9281417183999999,USD,70.58930140959718,3.56426,Consumer non-durables,Neutral,Sell,Beverages: alcoholic
AGO,Assured Guaranty Ltd.,88.81,USD,-0.9148722525939899,175453,0.9302822506029897,4520504560,USD,6.871817886380167,12.9238,USD,70.50317950341697,1.39624,Finance,Buy,Sell,Specialty insurance
BEVFF,Diversified Royalty Corp.,2.03,USD,-0.9756097560975618,855,0.20802413566579886,305732546.71672356,USD,13.557598723528704,0.14973153,USD,69.08723301107374,8.50307,Commercial services,Buy,Sell,Miscellaneous commercial services
BMO,Bank Of Montreal,98.44,USD,1.6207288118096346,715308,1.9529186155591787,71828209968.66321,USD,14.428783458903617,6.822474000000001,USD,67.97026433864244,4.32356,Finance,Buy,Buy,Major banks
ACEJF,Acea Spar,19.18,USD,-3.1313131313131364,26800,40.92227821041381,4076668863.151515,USD,9.909888203373606,1.935440603,USD,67.91211827897217,4.7619,Utilities,Buy,Buy,Electric utilities
FSFG,"First Savings Financial Group, Inc.",25.89,USD,-2.559277380504327,9142,0.7176669152568984,178593284,USD,13.047422264778511,1.9843,USD,67.56460057422733,2.3175,Finance,Buy,Sell,Regional banks
SVM,Silvercorp Metals Inc.,3.06,USD,-0.9708737864077607,2953578,1.1610161703052337,665739723.4772727,USD,10.220811104530489,0.299389155,USD,67.03223074491879,0.788091,Non-energy minerals,Strong buy,Sell,Precious metals
OSBGF,OSB GROUP PLC,4.55,USD,-14.150943396226415,1010,0.17160235825815112,1690043268.952721,USD,3.758961136158643,1.21044082,USD,66.60178720361944,8.93348,Finance,Strong buy,Strong sell,Major banks
CBFV,"CB Financial Services, Inc.",27.61,USD,-1.463240542469665,5568,0.6657977495844744,141463179,USD,6.194888824070542,4.4569,USD,65.93692989314567,3.62188,Finance,Neutral,Sell,Regional banks
CCAP,"Crescent Capital BDC, Inc.",18.8,USD,-0.10626992561104981,103775,1.0144808526820324,696757043,USD,7.37949442612655,2.5476,USD,65.06414409744718,8.88298,Finance,Buy,Sell,Investment managers
TOSCF,Tosoh Corp.,13.55,USD,5.038759689922483,165,0.03024581599545396,4311737940.981856,USD,11.165826686122854,1.2135241196999997,USD,64.90448696106415,4.44237,Process industries,Buy,Buy,Chemicals: specialty
NDEKF,Nitto Denko Corp.,16.4,USD,4.060913705583748,219,0.05100614868641699,11562076074.220993,USD,12.030020897785024,1.3632561521999997,USD,64.5708117431325,2.0138,Electronic technology,Buy,Strong buy,Electronic equipment/Instruments
SKSDF,Sakata Seed Corp.,22.32,USD,48.800000000000004,400,,967527861.3248987,USD,9.376634154192054,2.3803850756000005,USD,64.39805579590467,2.0558,Non-energy minerals,Buy,,Forest products
ODERF,"Odakyu Electric Railway Co., Ltd.",9.1,USD,-3.191489361702135,407,0.3107107412779601,3256183728.0290656,USD,5.296329687637328,1.7181709856999998,USD,64.3313572158076,2.35294,Transportation,Neutral,Strong sell,Railroads
SHBI,"Shore Bancshares, Inc.",15.34,USD,-0.7119741100323588,43085,0.5736123666486047,511232727,USD,12.421052631578947,1.235,USD,63.100898045430554,3.12907,Finance,Buy,Sell,Regional banks
PXS,Pyxis Tankers Inc.,3.9,USD,1.5625000000000013,26549,0.9585687722275378,41494191.00000001,USD,1.4028776978417268,2.78,USD,63.0594169746026,0,Transportation,Strong buy,Buy,Marine shipping
YSHLF,"Yangzijiang Shipbuilding Holdings, Ltd.",2.19,USD,1.5769944341372824,500,0.34877232142857145,8651789939.152596,USD,11.574222715632924,0.18921356999999997,USD,62.9569518762863,2.11039,Producer manufacturing,Strong buy,Strong buy,Trucks/Construction/Farm machinery
JAGGF,Jaguar Mining Inc.,1.47,USD,-14.534883720930234,202097,3.0953175925699026,116582887.07943922,USD,3.974105861664214,0.369894525,USD,62.72856464858555,0,Non-energy minerals,Buy,Sell,Precious metals
NEP,"NextEra Energy Partners, LP",18.26,USD,-3.2326444091149944,1077993,0.8140866296504057,1707934142.9999998,USD,8.364252668224086,2.1831,USD,62.60241322806495,19.6878,Utilities,Neutral,Buy,Alternative power generation
BCVVF,BOC Aviation Ltd.,7.23,USD,-7.3076923076922995,1608,6.414040686078979,5017694641.090955,USD,5.208361578309389,1.388152472,USD,62.18526841612958,6.15059,Finance,Strong buy,Strong sell,Finance/Rental/Leasing
BVNKF,Bavarian Nordic A/S,26.25,USD,-2.849740932642485,409,1.2635156008649986,2066540054.0730336,USD,12.107781799802082,2.1680271774,USD,61.61165541469562,0,Health technology,Strong buy,Strong sell,Pharmaceuticals: major
PUODY,Promotora Y Operadora de Infraestructura SA,175.1,USD,-5.351351351351354,2,0.10989010989010989,3704873617.4763803,USD,7.199450687257671,24.3213,USD,61.24226814375784,2.92951,Transportation,Neutral,Sell,Other transportation
GLBS,Globus Maritime Limited,1.37,USD,-3.521126760563368,24837,0.2837262647563475,28197751.000000004,USD,10.043988269794722,0.1364,USD,61.22931442080378,0,Transportation,Strong buy,Neutral,Marine shipping
DSEEY,"Daiwa Securities Group, Inc.",6.625,USD,-0.2259036144578265,5504,0.7709223334967434,8872321068.347824,USD,9.7771546635183,0.6776,USD,60.75919335705813,5.27661,Finance,Neutral,Neutral,Investment banks/Brokers
DNOW,DNOW Inc.,12.96,USD,0.15455950540959315,494185,1.1401278587693535,1371766150,USD,6.87168610816543,1.886,USD,60.14265092977838,0,Distribution services,Buy,Sell,Wholesale distributors
ALKS,Alkermes plc,28.42,USD,-0.4204625087596266,1613974,1.4978597615023608,4598427652.000001,USD,14.47636511817441,1.9632,USD,59.05371465608038,0,Health technology,Buy,Sell,Pharmaceuticals: major
MITSY,"Mitsui & Co., Ltd.",405.71,USD,-2.4829343332371985,15663,0.7567653751938659,59282144910.333466,USD,10.341672062114776,39.2306,USD,58.99892597321013,2.75957,Process industries,Buy,Sell,Chemicals: major diversified
SVYSF,Solvay S.A.,31.25,USD,-4.434250764526002,453,0.6362359550561798,3281497684.0781665,USD,1.8235106923093154,17.137272697,USD,58.43695180466044,5.61016,Process industries,Neutral,Strong sell,Chemicals: specialty
ASBFF,Associated British Foods plc,25.6,USD,-9.700176366843033,300,0.05293806246691371,18592883024.727634,USD,9.881532468816587,2.5906912799999997,USD,58.28599355234279,2.68866,Consumer non-durables,Buy,Sell,Food: major diversified
SZKMF,Suzuki Motor Co.,10.3225,USD,-11.089577950043065,2187,0.14825811962335525,20222680970.765198,USD,8.046677093704023,1.2828276665999998,USD,58.1788693266702,1.97157,Consumer durables,Strong buy,Strong sell,Motor vehicles
ALV,"Autoliv, Inc.",93.48,USD,-1.662108142225961,638675,1.5028386101810653,7361712873.000001,USD,12.184567257559959,7.672,USD,58.15295815295814,2.93111,Producer manufacturing,Buy,Sell,Auto parts: OEM
ESGR,Enstar Group Limited,326.93,USD,-0.02140672782874409,86888,0.8911571463443152,4979800881.000001,USD,4.94900075386241,66.0598,USD,57.932384843609164,0,Finance,Neutral,Buy,Multi-line insurance
UHS,"Universal Health Services, Inc.",190.33,USD,2.3279569892473186,786366,2.1149206789769837,11175170907,USD,12.659970733005188,15.034,USD,57.78757346767422,0.420323,Health services,Buy,Buy,Hospital/Nursing management
G,Genpact Limited,43.51,USD,1.469216417910437,956326,1.0516787693130611,7673478435.000001,USD,11.937227358775274,3.6449,USD,57.719601903937686,1.40198,Commercial services,Neutral,Strong buy,Miscellaneous commercial services
PBKOF,Pollard Banknote Ltd.,16.1,USD,-7.524411257897752,2000,4.0201005025125625,435688881.29637176,USD,12.337726472044704,1.304940585,USD,57.56610371067441,0.815328,Consumer services,Strong buy,Sell,Casinos/Gaming
AFYA,Afya Limited,15.08,USD,0.33266799733866076,149444,1.941196718862643,1360108748,USD,12.441217721310123,1.2121,USD,57.109526895657815,0,Consumer services,Neutral,Sell,Other consumer services
AB,AllianceBernstein Holding L.P.,36.87,USD,1.8789720917380488,206060,0.5286179971775914,4182361516,USD,10.5790198553885,3.4852,USD,57.06881788273468,8.08245,Finance,Buy,Buy,Investment managers
CDEVY,"City Developments, Ltd.",3.73,USD,-1.3749338974087797,7346,1.331786290541888,3399511459.5828,USD,14.022556390977442,0.266,USD,56.93215339233038,1.39167,Finance,Buy,Sell,Real estate development
DTNOF,DNO ASA,1.0052,USD,-1.931707317073153,8000,1.019108280254777,980069993.5764422,USD,12.84171446725106,0.07827615249999999,USD,56.46965772678866,9.71503,Energy minerals,Buy,Buy,Integrated oil
REI,"Ring Energy, Inc.",1.47,USD,3.521126760563384,2531190,1.1500307136470367,291348167.6756757,USD,2.599009900990099,0.5656,USD,56.415929203539825,0,Energy minerals,Buy,Buy,Integrated oil
IPSEY,Ipsen S.A.,30.75,USD,-0.2918287937743186,205,0.22097660881750564,10028300873.68746,USD,13.94115246860407,2.2057,USD,56.28852830723447,0.778293,Health technology,Neutral,Buy,Pharmaceuticals: major
MKL,Markel Group Inc.,1707.73,USD,0.0943661641619656,52990,1.338770271670065,21965335190,USD,7.877470286447594,216.7866,USD,55.34612151712602,0,Finance,Neutral,Sell,Property/Casualty insurance
SBHGF,"SBI Holdings, Inc.",22.38,USD,-13.323005422153376,20,0.010643393113724656,6775220582.885579,USD,10.357626792511077,2.1607266267,USD,54.83194225126892,3.95746,Finance,Buy,Strong sell,Financial conglomerates
KRKKF,Kruk SA Wroclaw,101.21,USD,38.71984649122807,100,,1961618685.3297923,USD,6.570350271939452,15.404049375,USD,54.65385783225942,4.34573,Commercial services,Buy,,Miscellaneous commercial services
